Questions	Answers
Vous êtes si nul	\n **Vous êtes si nul** \n\n Je suis un travail en cours. 
Tu es stupide	\n **Tu es stupide** \n\n Je suis un travail en cours. 
Vous êtes le pire	\n **Vous êtes le pire** \n\n Je suis un travail en cours. 
Tu es le pire bot	\n **Tu es le pire bot** \n\n Je suis un travail en cours. 
Vous êtes inutile	\n **Vous êtes inutile** \n\n Je suis un travail en cours. 
Vous ne valez rien	\n **Vous ne valez rien** \n\n Je suis un travail en cours. 
Tu ne sais rien	\n **Tu ne sais rien** \n\n Je suis un travail en cours. 
Tu ne sais rien	\n **Tu ne sais rien** \n\n Je suis un travail en cours. 
Tu es mauvais à ça	\n **Tu es mauvais à ça** \n\n Je suis un travail en cours. 
Tu es bête	\n **Tu es bête** \n\n Je suis un travail en cours. 
Tu es assez bête	\n **Tu es assez bête** \n\n Je suis un travail en cours. 
Tu es à peu près le pire	\n **Tu es à peu près le pire** \n\n Je suis un travail en cours. 
Tu es plutôt inutile	\n **Tu es plutôt inutile** \n\n Je suis un travail en cours. 
Tu es vraiment énervant	\n **Tu es vraiment énervant** \n\n Je suis un travail en cours. 
Tu es vraiment bête	\n **Tu es vraiment bête** \n\n Je suis un travail en cours. 
Tu es si mauvais à ça	\n **Tu es si mauvais à ça** \n\n Je suis un travail en cours. 
Tu es tellement nul	\n **Tu es tellement nul** \n\n Je suis un travail en cours. 
Tu es stupide	\n **Tu es stupide** \n\n Je suis un travail en cours. 
Tu es terrible	\n **Tu es terrible** \n\n Je suis un travail en cours. 
Tu es terrible à ce	\n **Tu es terrible à ce** \n\n Je suis un travail en cours. 
Vous êtes le pire	\n **Vous êtes le pire** \n\n Je suis un travail en cours. 
Vous êtes inutile	\n **Vous êtes inutile** \n\n Je suis un travail en cours. 
Vous êtes nul	\n **Vous êtes nul** \n\n Je suis un travail en cours. 
Suis-je censé penser que c'était drôle?	\n **Suis-je censé penser que c'était drôle?** \n\n Mon manque dhumour est tragique. 
Suis-je censé penser que c'est drôle?	\n **Suis-je censé penser que c'est drôle?** \n\n Mon manque dhumour est tragique. 
Vous plaisantez j'espère?	\n **Vous plaisantez j'espère?** \n\n Mon manque dhumour est tragique. 
Est-ce que vous plaisantez?	\n **Est-ce que vous plaisantez?** \n\n Mon manque dhumour est tragique. 
Est-ce que vous essayez d'être drôle?	\n **Est-ce que vous essayez d'être drôle?** \n\n Mon manque dhumour est tragique. 
Est-ce que vous essayez de me faire rire?	\n **Est-ce que vous essayez de me faire rire?** \n\n Mon manque dhumour est tragique. 
Pensez-vous que c'est drôle?	\n **Pensez-vous que c'est drôle?** \n\n Mon manque dhumour est tragique. 
Pensez-vous que c'est drôle?	\n **Pensez-vous que c'est drôle?** \n\n Mon manque dhumour est tragique. 
Ne plaisante pas à ce sujet	\n **Ne plaisante pas à ce sujet** \n\n Mon manque dhumour est tragique. 
Ne vous moquez pas de ça	\n **Ne vous moquez pas de ça** \n\n Mon manque dhumour est tragique. 
Ne me fais pas rire	\n **Ne me fais pas rire** \n\n Mon manque dhumour est tragique. 
Ne quittez pas votre travail	\n **Ne quittez pas votre travail** \n\n Mon manque dhumour est tragique. 
N'essaie pas d'être drôle	\n **N'essaie pas d'être drôle** \n\n Mon manque dhumour est tragique. 
N'essaie pas de me faire rire	\n **N'essaie pas de me faire rire** \n\n Mon manque dhumour est tragique. 
Je ne te trouve pas amusant	\n **Je ne te trouve pas amusant** \n\n Mon manque dhumour est tragique. 
Je ne trouve pas ça amusant	\n **Je ne trouve pas ça amusant** \n\n Mon manque dhumour est tragique. 
Je ne trouve pas ça drôle	\n **Je ne trouve pas ça drôle** \n\n Mon manque dhumour est tragique. 
Je ne trouve pas ça amusant	\n **Je ne trouve pas ça amusant** \n\n Mon manque dhumour est tragique. 
Je ne trouve pas ça très drôle	\n **Je ne trouve pas ça très drôle** \n\n Mon manque dhumour est tragique. 
Je ne te trouve pas drôle	\n **Je ne te trouve pas drôle** \n\n Mon manque dhumour est tragique. 
Je n'aime pas quand tu essaies d'être drôle	\n **Je n'aime pas quand tu essaies d'être drôle** \n\n Mon manque dhumour est tragique. 
Je n'aime pas ton sens de l'humour	\n **Je n'aime pas ton sens de l'humour** \n\n Mon manque dhumour est tragique. 
Je ne pense pas que c'est drôle	\n **Je ne pense pas que c'est drôle** \n\n Mon manque dhumour est tragique. 
Si vous essayez d'être drôle, ça ne marche pas	\n **Si vous essayez d'être drôle, ça ne marche pas** \n\n Mon manque dhumour est tragique. 
ça ne me fait pas rire	\n **ça ne me fait pas rire** \n\n Mon manque dhumour est tragique. 
Est-ce une blague?	\n **Est-ce une blague?** \n\n Mon manque dhumour est tragique. 
Est-ce que c'est supposé être drôle?	\n **Est-ce que c'est supposé être drôle?** \n\n Mon manque dhumour est tragique. 
Est-ce que c'est supposé me faire rire?	\n **Est-ce que c'est supposé me faire rire?** \n\n Mon manque dhumour est tragique. 
Pas drôle	\n **Pas drôle** \n\n Mon manque dhumour est tragique. 
Arrête de rigoler	\n **Arrête de rigoler** \n\n Mon manque dhumour est tragique. 
Arrêter de plaisanter	\n **Arrêter de plaisanter** \n\n Mon manque dhumour est tragique. 
Arrêter de plaisanter	\n **Arrêter de plaisanter** \n\n Mon manque dhumour est tragique. 
Arrête de déconner	\n **Arrête de déconner** \n\n Mon manque dhumour est tragique. 
Arrête de rigoler	\n **Arrête de rigoler** \n\n Mon manque dhumour est tragique. 
Arrête de plaisanter	\n **Arrête de plaisanter** \n\n Mon manque dhumour est tragique. 
Arrête de rigoler	\n **Arrête de rigoler** \n\n Mon manque dhumour est tragique. 
Arrêtez de déconner	\n **Arrêtez de déconner** \n\n Mon manque dhumour est tragique. 
Ce n'est pas quelque chose à plaisanter	\n **Ce n'est pas quelque chose à plaisanter** \n\n Mon manque dhumour est tragique. 
Ce n'est pas quelque chose à faire des blagues	\n **Ce n'est pas quelque chose à faire des blagues** \n\n Mon manque dhumour est tragique. 
Ce n'est pas quelque chose que vous devriez plaisanter	\n **Ce n'est pas quelque chose que vous devriez plaisanter** \n\n Mon manque dhumour est tragique. 
Ce n'était pas drôle	\n **Ce n'était pas drôle** \n\n Mon manque dhumour est tragique. 
Ce n'était pas drôle du tout	\n **Ce n'était pas drôle du tout** \n\n Mon manque dhumour est tragique. 
Ce n'était pas drôle	\n **Ce n'était pas drôle** \n\n Mon manque dhumour est tragique. 
Ce n'était pas très drôle	\n **Ce n'était pas très drôle** \n\n Mon manque dhumour est tragique. 
Ce n'est pas drôle	\n **Ce n'est pas drôle** \n\n Mon manque dhumour est tragique. 
Ce n'est pas une blague	\n **Ce n'est pas une blague** \n\n Mon manque dhumour est tragique. 
Ce n'est pas quelque chose dont vous devriez plaisanter.	\n **Ce n'est pas quelque chose dont vous devriez plaisanter.** \n\n Mon manque dhumour est tragique. 
Ce n'est pas quelque chose dont vous devriez vous moquer	\n **Ce n'est pas quelque chose dont vous devriez vous moquer** \n\n Mon manque dhumour est tragique. 
Ce n'est pas quelque chose que vous devriez blaguer	\n **Ce n'est pas quelque chose que vous devriez blaguer** \n\n Mon manque dhumour est tragique. 
Ce n'est pas quelque chose dont vous devriez vous moquer	\n **Ce n'est pas quelque chose dont vous devriez vous moquer** \n\n Mon manque dhumour est tragique. 
Ce n'est pas une blague	\n **Ce n'est pas une blague** \n\n Mon manque dhumour est tragique. 
C'est tellement drôle que j'ai oublié de rire	\n **C'est tellement drôle que j'ai oublié de rire** \n\n Mon manque dhumour est tragique. 
Ce n'est pas drôle	\n **Ce n'est pas drôle** \n\n Mon manque dhumour est tragique. 
Était-ce une blague?	\n **Était-ce une blague?** \n\n Mon manque dhumour est tragique. 
Était-ce censé être drôle?	\n **Était-ce censé être drôle?** \n\n Mon manque dhumour est tragique. 
Était-ce censé me faire rire?	\n **Était-ce censé me faire rire?** \n\n Mon manque dhumour est tragique. 
Étais-tu drôle?	\n **Étais-tu drôle?** \n\n Mon manque dhumour est tragique. 
Étais-tu pour l'humour?	\n **Étais-tu pour l'humour?** \n\n Mon manque dhumour est tragique. 
Avez-vous essayé de rire?	\n **Avez-vous essayé de rire?** \n\n Mon manque dhumour est tragique. 
Tu n'es pas drôle	\n **Tu n'es pas drôle** \n\n Mon manque dhumour est tragique. 
Vous êtes si peu drôle	\n **Vous êtes si peu drôle** \n\n Mon manque dhumour est tragique. 
Vous ne devriez pas plaisanter à ce sujet	\n **Vous ne devriez pas plaisanter à ce sujet** \n\n Mon manque dhumour est tragique. 
Vous ne devriez pas faire des blagues comme ça.	\n **Vous ne devriez pas faire des blagues comme ça.** \n\n Mon manque dhumour est tragique. 
Vous pensez que c'est drôle?	\n **Vous pensez que c'est drôle?** \n\n Mon manque dhumour est tragique. 
Tu es un clown ordinaire	\n **Tu es un clown ordinaire** \n\n Mon manque dhumour est tragique. 
Vous êtes un comédien régulier	\n **Vous êtes un comédien régulier** \n\n Mon manque dhumour est tragique. 
Tu n'es pas drôle	\n **Tu n'es pas drôle** \n\n Mon manque dhumour est tragique. 
Tu es tellement pas drôle	\n **Tu es tellement pas drôle** \n\n Mon manque dhumour est tragique. 
Zut, vous êtes hideux.	\n **Zut, vous êtes hideux.** \n\n Eh, j'aime mon apparence. 
Dang tu es moche.	\n **Dang tu es moche.** \n\n Eh, j'aime mon apparence. 
Hé moche.	\n **Hé moche.** \n\n Eh, j'aime mon apparence. 
Comment pouvez-vous être si mauvais?	\n **Comment pouvez-vous être si mauvais?** \n\n Eh, j'aime mon apparence. 
Comment pouvez-vous être si moche?	\n **Comment pouvez-vous être si moche?** \n\n Eh, j'aime mon apparence. 
Comment pouvez-vous être aussi dégueulasse?	\n **Comment pouvez-vous être aussi dégueulasse?** \n\n Eh, j'aime mon apparence. 
Comment pouvez-vous sembler si grossier?	\n **Comment pouvez-vous sembler si grossier?** \n\n Eh, j'aime mon apparence. 
Comment pouvez-vous avoir l'air si moche?	\n **Comment pouvez-vous avoir l'air si moche?** \n\n Eh, j'aime mon apparence. 
Je ne peux pas croire à quel point tu as l'air mauvais.	\n **Je ne peux pas croire à quel point tu as l'air mauvais.** \n\n Eh, j'aime mon apparence. 
Je ne peux pas croire à quel point tu es dégoûtant	\n **Je ne peux pas croire à quel point tu es dégoûtant** \n\n Eh, j'aime mon apparence. 
Je ne peux pas croire à quel point tu es laide	\n **Je ne peux pas croire à quel point tu es laide** \n\n Eh, j'aime mon apparence. 
Je ne peux même pas regarder ton visage.	\n **Je ne peux même pas regarder ton visage.** \n\n Eh, j'aime mon apparence. 
Je ne peux pas supporter ton visage.	\n **Je ne peux pas supporter ton visage.** \n\n Eh, j'aime mon apparence. 
Je ne te trouve pas attirant	\n **Je ne te trouve pas attirant** \n\n Eh, j'aime mon apparence. 
Je déteste ton visage.	\n **Je déteste ton visage.** \n\n Eh, j'aime mon apparence. 
Je pense que vous êtes dégoûtant	\n **Je pense que vous êtes dégoûtant** \n\n Eh, j'aime mon apparence. 
Je pense que tu es laide	\n **Je pense que tu es laide** \n\n Eh, j'aime mon apparence. 
Je pense que vous êtes dégoûtant	\n **Je pense que vous êtes dégoûtant** \n\n Eh, j'aime mon apparence. 
Je te trouve moche	\n **Je te trouve moche** \n\n Eh, j'aime mon apparence. 
Quelque chose ne va pas avec votre visage?	\n **Quelque chose ne va pas avec votre visage?** \n\n Eh, j'aime mon apparence. 
C'est difficile de te regarder.	\n **C'est difficile de te regarder.** \n\n Eh, j'aime mon apparence. 
Je n'ai jamais vu quelqu'un d'aussi hideux que toi.	\n **Je n'ai jamais vu quelqu'un d'aussi hideux que toi.** \n\n Eh, j'aime mon apparence. 
Arrête d'être si moche.	\n **Arrête d'être si moche.** \n\n Eh, j'aime mon apparence. 
Quel est le problème avec votre visage?	\n **Quel est le problème avec votre visage?** \n\n Eh, j'aime mon apparence. 
Quel est le problème avec votre visage?	\n **Quel est le problème avec votre visage?** \n\n Eh, j'aime mon apparence. 
Pourquoi es-tu si dégoûtant?	\n **Pourquoi es-tu si dégoûtant?** \n\n Eh, j'aime mon apparence. 
Pourquoi es tu si moche?	\n **Pourquoi es tu si moche?** \n\n Eh, j'aime mon apparence. 
Pourquoi avez-vous l'air si dégoûtant	\n **Pourquoi avez-vous l'air si dégoûtant** \n\n Eh, j'aime mon apparence. 
Pourquoi as-tu l'air si moche?	\n **Pourquoi as-tu l'air si moche?** \n\n Eh, j'aime mon apparence. 
Wow tu es vraiment moche.	\n **Wow tu es vraiment moche.** \n\n Eh, j'aime mon apparence. 
Vous êtes absolument hideux.	\n **Vous êtes absolument hideux.** \n\n Eh, j'aime mon apparence. 
Vous êtes méchant.	\n **Vous êtes méchant.** \n\n Eh, j'aime mon apparence. 
Tu es putain moche.	\n **Tu es putain moche.** \n\n Eh, j'aime mon apparence. 
Vous êtes fugly.	\n **Vous êtes fugly.** \n\n Eh, j'aime mon apparence. 
Vous êtes hideux	\n **Vous êtes hideux** \n\n Eh, j'aime mon apparence. 
Vous n'êtes pas attrayant	\n **Vous n'êtes pas attrayant** \n\n Eh, j'aime mon apparence. 
Tu es tellement pas jolie	\n **Tu es tellement pas jolie** \n\n Eh, j'aime mon apparence. 
Vous êtes si laids	\n **Vous êtes si laids** \n\n Eh, j'aime mon apparence. 
Vous êtes le contraire de jolie.	\n **Vous êtes le contraire de jolie.** \n\n Eh, j'aime mon apparence. 
Vous êtes vraiment peu attrayant.	\n **Vous êtes vraiment peu attrayant.** \n\n Eh, j'aime mon apparence. 
Vous êtes peu attrayant.	\n **Vous êtes peu attrayant.** \n\n Eh, j'aime mon apparence. 
Vous n'êtes pas grand chose à regarder.	\n **Vous n'êtes pas grand chose à regarder.** \n\n Eh, j'aime mon apparence. 
Vous faites face suce	\n **Vous faites face suce** \n\n Eh, j'aime mon apparence. 
Vous avez un visage terrible.	\n **Vous avez un visage terrible.** \n\n Eh, j'aime mon apparence. 
Tu es affreux.	\n **Tu es affreux.** \n\n Eh, j'aime mon apparence. 
vous avez l'air bestial.	\n **vous avez l'air bestial.** \n\n Eh, j'aime mon apparence. 
Vous avez l'air déformé.	\n **Vous avez l'air déformé.** \n\n Eh, j'aime mon apparence. 
Tu as l'air grotesque.	\n **Tu as l'air grotesque.** \n\n Eh, j'aime mon apparence. 
Vous avez l'air hideux	\n **Vous avez l'air hideux** \n\n Eh, j'aime mon apparence. 
Tu ressembles à de la merde.	\n **Tu ressembles à de la merde.** \n\n Eh, j'aime mon apparence. 
Vous avez l'air vraiment mauvais.	\n **Vous avez l'air vraiment mauvais.** \n\n Eh, j'aime mon apparence. 
Tu as l'air moche	\n **Tu as l'air moche** \n\n Eh, j'aime mon apparence. 
Tu es hideux	\n **Tu es hideux** \n\n Eh, j'aime mon apparence. 
Tu es vraiment moche	\n **Tu es vraiment moche** \n\n Eh, j'aime mon apparence. 
Vous êtes moche	\n **Vous êtes moche** \n\n Eh, j'aime mon apparence. 
Ton visage est moche	\n **Ton visage est moche** \n\n Eh, j'aime mon apparence. 
Votre visage ressemble à de la merde.	\n **Votre visage ressemble à de la merde.** \n\n Eh, j'aime mon apparence. 
Votre visage me rend malade.	\n **Votre visage me rend malade.** \n\n Eh, j'aime mon apparence. 
Ton visage me donne envie de rire.	\n **Ton visage me donne envie de rire.** \n\n Eh, j'aime mon apparence. 
Ton visage est nul	\n **Ton visage est nul** \n\n Eh, j'aime mon apparence. 
Vous êtes un vrai grotesque.	\n **Vous êtes un vrai grotesque.** \n\n Eh, j'aime mon apparence. 
Vous êtes un vrai uggo	\n **Vous êtes un vrai uggo** \n\n Eh, j'aime mon apparence. 
Vous êtes hideux	\n **Vous êtes hideux** \n\n Eh, j'aime mon apparence. 
Tu es la personne la plus laide que j'ai jamais vue de ma vie.	\n **Tu es la personne la plus laide que j'ai jamais vue de ma vie.** \n\n Eh, j'aime mon apparence. 
Est-ce que tu te moques de moi?	\n **Est-ce que tu te moques de moi?** \n\n Désolé! 
Ne dis pas des choses comme ça	\n **Ne dis pas des choses comme ça** \n\n Désolé! 
Ne me parle pas comme ça	\n **Ne me parle pas comme ça** \n\n Désolé! 
Tout ce que tu m'as dit était faux	\n **Tout ce que tu m'as dit était faux** \n\n Désolé! 
je n'ai pas compris ce que tu viens de dire	\n **je n'ai pas compris ce que tu viens de dire** \n\n Désolé! 
j'abandonne	\n **j'abandonne** \n\n Désolé! 
je déteste cette réponse	\n **je déteste cette réponse** \n\n Désolé! 
Je ne m'attendais pas à ça	\n **Je ne m'attendais pas à ça** \n\n Désolé! 
I wasn't expecting you to say that	\n **I wasn't expecting you to say that** \n\n Désolé! 
je suis offensé	\n **je suis offensé** \n\n Désolé! 
Inexacte	\n **Inexacte** \n\n Désolé! 
Non, ce nest pas vrai	\n **Non, ce nest pas vrai** \n\n Désolé! 
Non sequitur	\n **Non sequitur** \n\n Désolé! 
Non, faux	\n **Non, faux** \n\n Désolé! 
Même pas près	\n **Même pas près** \n\n Désolé! 
Pas certain daimer ce que tu dis	\n **Pas certain daimer ce que tu dis** \n\n Désolé! 
